campaign_id,campaign_name,channel_id,campaign_manager,start_date,end_date,budget,campaign_type,target_segment,target_country
4307,Winter Brand Promo 2020,14,,2019-06-13,2019-06-30,2902.0,Brand,At-Risk,Global
4308,Winter Retention Sale 2024,7,Kimberly Jensen,2019-09-24,2019-11-29,14246.14,Retention,All,France
4309,BlackFriday Brand Push 2019,14,Jeffrey Herring,2023-03-22,2023-05-20,1243.68,Brand,At-Risk,United Kingdom
4310,NewYear Awareness Drive 2023,9,Isaiah Hall Jr.,2023-08-07,2023-09-27,4545.21,Awareness,Churned,France
4311,BlackFriday Awareness Drive 2021,5,,2024-03-04,2024-05-11,4792.4,Awareness,At-Risk,Philippines
4312,Prospecting Conversion Campaign 2021,12,,2021-11-11,2021-12-24,4267.15,Conversion,New,United Kingdom
4313,Holiday Awareness Sale 2023,4,Rachel Dickerson,2022-07-13,2022-07-28,2237.63,Awareness,All,South Africa
4314,,14,James Smith,2021-01-08,2021-03-31,3930.39,Retention,Churned,Indonesia
4315,,7,,2020-10-15,2020-11-29,1261.28,Acquisition,All,Netherlands
4316,Retarget Conversion Sale 2024,7,Angela Chandler,2024-05-31,2024-07-11,4872.71,Conversion,Churned,Egypt
4317,,14,Rachel Dickerson,2022-04-13,2022-04-29,9499.8,Brand,Churned,Philippines
4318,Summer Awareness Push 2024,1,,2022-02-27,2022-04-26,1031.69,Awareness,Returning,India
4319,Spring Brand Push 2024,5,,2020-02-14,2020-04-23,7980.06,Brand,All,Nigeria
4320,NewYear Brand Drive 2021,1,Gloria Keller,2019-08-09,2019-09-06,10610.83,Brand,At-Risk,South Africa
4321,Loyalty Acquisition Promo 2021,3,Isaiah Hall Jr.,2020-11-20,2021-01-13,3244.87,Acquisition,VIP,India
4322,BlackFriday Conversion Drive 2024,12,Carolyn Schultz,2024-10-03,2024-11-02,2217.94,Conversion,New,Brazil
4323,Winter Awareness Sale 2023,9,Hannah Matthews,2024-07-27,2024-10-24,4165.22,Awareness,VIP,Nigeria
4324,BlackFriday Brand Sale 2019,7,Eric Smith MD,2023-04-23,2023-06-16,6055.5,Brand,New,India
4325,NewYear Brand Promo 2019,10,Miguel Johnston,2022-01-11,2022-02-18,11270.89,Brand,Returning,India
4326,SUMMER CONVERSION DRIVE 2024,8,Nicholas Gordon,2019-08-16,2019-09-19,2635.24,Conversion,Churned,Nigeria
4327,Clearance Awareness Promo 2024,4,Tammy Bell,2021-05-20,2021-06-17,42603.61,Awareness,VIP,France
4328,Spring Acquisition Promo 2020,11,Julie Clark,2022-03-14,2022-04-22,6837.23,Acquisition,All,France
4329,Loyalty Acquisition Promo 2024,2,Miguel Johnston,2019-01-25,2019-04-03,4545.94,Acquisition,Churned,Italy
4330,Spring Retention Drive 2023,6,Jeffrey Herring,2020-06-23,2020-08-31,9200.64,Retention,Returning,Brazil
4331,Summer Awareness Campaign 2023,6,Chase Wolf,2019-10-20,2019-11-29,33790.98,Awareness,All,United Arab Emirates
4332,prospecting conversion drive 2024,13,Levi Stewart,2019-05-07,2019-06-22,4915.12,Conversion,Churned,Australia
4333,Summer Conversion Campaign 2024,10,Alexis Hale,2019-09-15,2019-11-30,9987.16,Conversion,Returning,South Africa
4334,NewYear Acquisition Promo 2019,7,Rebecca Simmons,2022-07-14,2022-09-15,5392.73,Acquisition,All,Australia
4335,Prospecting Acquisition Campaign 2023,10,Lori Delgado,2021-12-18,2022-02-17,1085.55,Acquisition,Returning,Global
4336,Launch Conversion Campaign 2023,11,Elizabeth Hill,2023-12-13,2024-01-16,10115.46,Conversion,At-Risk,United States
4337,NewYear Awareness Promo 2020,9,Dominic Bennett,2023-05-13,2023-06-06,35374.04,Awareness,All,France
4338,Holiday Acquisition Sale 2020,7,,2022-08-21,2022-10-25,4174.38,Acquisition,VIP,United States
4339,NewYear Awareness Push 2020,2,Alexis Hale,2024-03-02,2024-03-26,3793.83,Awareness,All,Netherlands
4340,holiday awareness promo 2019,12,Jason Fletcher,2024-08-25,2024-09-13,1225.26,Awareness,VIP,Netherlands
4341,Flash Conversion Drive 2024,8,Jessica Sanford,2019-06-05,2019-08-04,25206.73,Conversion,Returning,Nigeria
4342,Clearance Acquisition Drive 2023,2,Angela Dillon,2021-02-03,2021-04-19,512.61,Acquisition,At-Risk,United States
4343,Prospecting Awareness Promo 2021,9,Julie Clark,2023-08-02,2023-10-12,9755.79,Awareness,Returning,Saudi Arabia
4344,Launch Brand Sale 2019,15,Miguel Johnston,2022-12-14,2023-01-12,5734.46,Brand,All,France
4345,Retarget Acquisition Drive 2020,11,,2020-06-04,2020-07-23,29389.32,Acquisition,At-Risk,Egypt
4346,Retarget Acquisition Campaign 2023,14,Carolyn Schultz,2021-11-11,2022-01-06,777.95,Acquisition,VIP,Japan
4347,Spring Awareness Promo 2023,6,,2024-07-13,2024-05-18,6539.82,Awareness,Returning,Australia
4348,Launch Awareness Push 2021,3,Carolyn Schultz,2021-02-15,2021-03-29,4408.04,Awareness,At-Risk,Mexico
4349,Spring Conversion Drive 2024,11,,2020-06-15,2020-08-10,7674.39,Conversion,New,India
4350,Clearance Awareness Sale 2019,9,Rachel Wright,2023-10-15,2023-12-09,9147.68,Awareness,New,Italy
4351,Retarget Brand Push 2022,10,Eric Dodson Jr.,2024-02-03,2024-04-26,24511.38,Brand,VIP,United Arab Emirates
4352,Flash Awareness Drive 2020,2,Michael Lawrence,2022-06-06,2022-08-18,2848.97,Awareness,All,France
4353,Winter Acquisition Campaign 2021,10,Mark Harris,2019-07-02,2019-09-21,11233.74,Acquisition,Churned,Spain
4354,,1,Yolanda Wallace,2022-12-26,2023-03-07,9676.41,Conversion,VIP,Nigeria
4355,Summer Awareness Push 2024,13,Christine Harris,2023-08-02,2023-10-31,942.89,Awareness,Returning,Global
4356,Flash Conversion Drive 2019,1,Charles Torres,2019-01-27,2019-04-27,7443.32,Conversion,All,Italy
4357,NewYear Acquisition Sale 2019,15,Eric Smith MD,2021-06-27,2021-09-16,2332.01,Acquisition,At-Risk,Indonesia
4358,Spring Awareness Push 2023,5,Hannah Matthews,2020-02-01,2020-02-29,4573.79,Awareness,Churned,South Africa
4359,Loyalty Brand Sale 2020,9,Eric Smith MD,2023-03-27,2023-06-12,5320.6,Brand,Churned,South Africa
4360,Summer Retention Drive 2020,15,Daniel Bridges,2021-02-02,2021-02-20,6891.18,Retention,New,Netherlands
4361,Loyalty Conversion Push 2024,2,,2020-09-18,2020-10-21,11558.65,Conversion,All,Spain
4362,Flash Acquisition Drive 2022,1,Lori Delgado,2019-03-23,2019-06-02,7686.85,Acquisition,All,United Arab Emirates
4363,BlackFriday Brand Promo 2019,9,Carolyn Schultz,2019-11-02,2019-12-13,3298.28,Brand,Returning,Nigeria
4364,HOLIDAY AWARENESS PUSH 2024,3,Angel Kent,2024-05-26,2024-08-04,4495.58,Awareness,At-Risk,Italy
4365,,4,Chase Wolf,2022-11-12,2023-02-02,92071.46,Brand,New,South Africa
4366,Holiday Conversion Drive 2023,1,Tammy Bell,2023-10-16,2023-11-30,31126.08,Conversion,All,Brazil
4367,Clearance Brand Drive 2022,1,,2020-11-02,2020-12-21,1728.35,Brand,At-Risk,South Africa
4368,,12,Rachel Wright,2024-08-19,2024-09-10,7540.23,Conversion,Churned,United Kingdom
4369,Prospecting Brand Campaign 2023,2,John Lopez,2022-04-08,2022-06-13,3988.04,Brand,Returning,Indonesia
4370,Winter Acquisition Sale 2020,2,Robert Massey,2022-07-31,2022-09-25,21744.32,Acquisition,VIP,Indonesia
4371,BlackFriday Retention Campaign 2024,12,Jeffrey Herring,2019-11-09,2019-12-13,2351.98,Retention,New,France
4372,Winter Acquisition Push 2023,11,Daniel Bridges,2024-06-18,2024-08-26,503.9,Acquisition,Churned,Germany
4373,BlackFriday Awareness Push 2022,8,Chase Wolf,2020-12-29,2021-02-05,5492.56,Awareness,Returning,Nigeria
4374,Launch Conversion Drive 2024,14,Rachel Wright,2022-10-11,2022-10-29,4585.2,Conversion,New,Saudi Arabia
4375,Spring Brand Sale 2023,6,,2022-04-04,2022-05-08,17009.69,Brand,New,Mexico
4376,NewYear Retention Push 2022,2,Scott Taylor,2023-04-19,2023-02-13,1748.69,Retention,Returning,Spain
4377,,2,Jeffrey Herring,2024-02-21,2024-05-11,1950.11,Brand,VIP,Brazil
4378,Summer Awareness Sale 2021,2,Kevin Morris,2024-04-15,2024-07-08,9334.01,Awareness,All,Australia
4379,Winter Conversion Push 2019,13,Jennifer Obrien,2024-09-09,2024-12-06,2825.13,Conversion,Returning,France
4380,Retarget Brand Sale 2019,4,Daniel Bridges,2019-08-03,2019-09-06,1947.85,Brand,All,Netherlands
4381,Summer Acquisition Drive 2022,1,,2023-09-08,2023-11-25,16236.2,Acquisition,New,Indonesia
4382,Winter Awareness Promo 2021,5,Felicia Henry,2020-06-12,2020-09-05,7860.06,Awareness,At-Risk,Canada
4383,Flash Acquisition Sale 2024,14,Mary Rodriguez,2019-04-04,2019-06-09,8295.59,Acquisition,At-Risk,France
4384,  Spring Retention Sale 2022  ,15,,2021-06-17,2021-07-30,5107.74,Retention,VIP,United Kingdom
4385,Launch Brand Sale 2023,12,Angel Kent,2019-05-21,2019-06-23,11292.54,Brand,All,Egypt
4386,Holiday Acquisition Promo 2023,4,Lori Delgado,2022-02-17,2022-03-10,1816.99,Acquisition,At-Risk,Australia
4387,NewYear Acquisition Sale 2024,7,Levi Stewart,2019-03-13,2019-04-28,4951.78,Acquisition,Churned,Mexico
4388,Clearance Awareness Push 2020,7,Levi Stewart,2020-11-29,2021-01-21,3879.98,Awareness,All,Canada
4389,,13,Connie Costa,2021-11-03,2021-11-26,5240.14,Conversion,New,Philippines
4390,Holiday Retention Sale 2020,7,Scott Taylor,2022-08-18,2022-11-08,4241.75,Retention,Returning,Japan
4391,BlackFriday Retention Sale 2020,1,Stephanie Allen,2022-06-11,2022-07-13,35136.33,Retention,VIP,Philippines
4392,Flash Retention Promo 2024,11,Julie Clark,2024-06-18,2024-07-25,3174.7,Retention,Churned,United Kingdom
4393,Holiday Retention Drive 2023,4,,2019-02-08,2019-04-17,7201.14,Retention,VIP,India
4394,Winter Brand Drive 2019,4,Hannah Matthews,2019-10-21,2019-12-31,21549.22,Brand,New,United States
4395,  BlackFriday Brand Sale 2024  ,1,Jennifer Obrien,2022-08-22,2022-09-16,13359.46,Brand,All,Spain
4396,Summer Conversion Sale 2021,8,Chase Wolf,2022-02-05,2022-03-23,2901.83,Conversion,At-Risk,South Africa
4397,BlackFriday Awareness Campaign 2023,4,Rachel Dickerson,2019-03-22,2019-03-29,2986.55,Awareness,New,Brazil
4398,Retarget Conversion Promo 2023,10,Scott Taylor,2024-11-28,2025-01-20,2498.82,Conversion,Churned,Japan
4399,Retarget Conversion Push 2024,7,,2021-10-29,2021-11-17,3937.88,Conversion,Churned,Germany
4400,Summer Brand Push 2020,13,Sandra Ayala,2021-02-03,2021-03-03,27745.12,Brand,New,Germany
4401,Winter Conversion Drive 2023,7,,2024-02-18,2024-05-05,7135.18,Conversion,Churned,United States
4402,Loyalty Awareness Sale 2021,7,Alexis Hale,2021-07-02,2021-09-09,1852.79,Awareness,VIP,United Kingdom
4403,Winter Conversion Drive 2020,8,Mary Rodriguez,2021-05-05,2021-06-01,6377.5,Conversion,At-Risk,Netherlands
4404,Summer Conversion Promo 2019,8,Jennifer Obrien,2024-07-08,2024-07-27,3130.99,Conversion,At-Risk,Global
4405,Retarget Acquisition Drive 2024,3,Stephanie Allen,2019-04-18,2019-05-31,3193.14,Acquisition,Returning,Indonesia
4406,NewYear Retention Campaign 2021,11,Dominic Bennett,2022-02-26,2022-05-25,69486.66,Retention,Churned,Global
4407,Summer Acquisition Push 2024,8,Donna Nelson,2021-06-23,2021-06-30,2245.57,Acquisition,VIP,Saudi Arabia
4408,Summer Awareness Push 2019,8,Felicia Henry,2019-07-20,2019-09-08,1340.73,Awareness,Returning,Japan
4409,BlackFriday Retention Sale 2022,8,Jon Thomas,2021-04-25,2021-06-08,5576.16,Retention,Returning,Nigeria
4410,,2,Charles Torres,2024-08-05,2024-07-02,2662.82,Brand,New,Japan
4411,NewYear Brand Promo 2021,6,,2022-12-26,2023-03-14,1056.73,Brand,New,United Kingdom
4412,Summer Brand Campaign 2024,3,Elizabeth Hill,2019-12-21,2020-03-11,9595.45,Brand,VIP,Japan
4413,NewYear Acquisition Campaign 2022,8,Robert Jones,2020-09-20,2020-10-29,2285.52,Acquisition,Returning,Netherlands
4414,Loyalty Acquisition Promo 2021,12,Sandra Ayala,2021-08-14,2021-10-12,3706.49,Acquisition,All,Canada
4415,Summer Brand Drive 2019,1,Rebecca Simmons,2020-05-03,2020-05-30,13814.68,Brand,VIP,United Arab Emirates
4416,Winter Brand Promo 2019,1,Chase Wolf,2024-10-30,2024-12-31,1375.26,Brand,All,Japan
4417,Spring Awareness Push 2022,8,Christine Harris,2019-04-27,2019-05-04,2639.21,Awareness,At-Risk,Japan
4418,Summer Retention Campaign 2023,2,,2023-01-22,2023-02-19,4466.62,Retention,Returning,Egypt
4419,NewYear Conversion Push 2023,3,Hunter Woods,2021-09-06,2021-09-23,14344.98,Conversion,Returning,Mexico
4420,Clearance Awareness Campaign 2024,12,Richard White,2024-06-18,2024-07-18,3002.88,Awareness,Churned,United States
4421,NewYear Brand Promo 2019,15,,2023-06-19,2023-07-04,1530.81,Brand,At-Risk,Egypt
4422,Winter Awareness Campaign 2020,5,Julie Clark,2022-06-04,2022-08-07,2533.65,Awareness,Churned,United Kingdom
4423,BlackFriday Brand Drive 2020,6,Robert Massey,2020-02-26,2020-05-13,3983.49,Brand,New,Netherlands
4424,Holiday Brand Push 2020,4,Nicholas Gordon,2019-01-22,2019-04-17,2566.87,Brand,All,Spain
4425,Summer Awareness Drive 2020,10,,2024-04-15,2024-07-05,1927.25,Awareness,At-Risk,Global
4426,Flash Conversion Sale 2019,11,Debra Smith,2019-12-02,2019-12-16,2187.15,Conversion,At-Risk,Japan
4427,Prospecting Conversion Campaign 2022,7,Caitlin Edwards,2024-05-27,2024-08-03,12548.16,Conversion,At-Risk,Mexico
4428,NewYear Brand Campaign 2023,8,Robert Massey,2021-01-07,2021-02-25,3345.29,Brand,New,Saudi Arabia
4429,summer conversion sale 2022,5,Judy Lopez,2023-09-05,2023-10-21,79691.0,Conversion,Returning,Philippines
4430,Spring Brand Promo 2020,10,,2022-12-07,2022-12-15,13119.07,Brand,Churned,Philippines
4431,Launch Acquisition Campaign 2019,15,David Zuniga,2020-01-18,2020-01-26,47978.93,Acquisition,Returning,South Africa
4432,Winter Conversion Promo 2019,6,Julie Clark,2023-09-17,2023-11-30,3966.39,Conversion,All,France
4433,Spring Conversion Sale 2022,6,Julie Clark,2021-11-08,2021-12-08,67855.75,Conversion,All,Saudi Arabia
4434,NewYear Retention Drive 2021,13,,2022-09-28,2022-12-12,9546.83,Retention,New,Philippines
4435,Summer Brand Promo 2024,13,,2024-10-29,2025-01-11,2265.16,Brand,Returning,Indonesia
4436,NewYear Awareness Push 2024,13,Jeffrey Herring,2024-07-15,2024-09-15,1819.24,Awareness,At-Risk,Brazil
4437,Prospecting Awareness Drive 2020,15,Connie Costa,2021-11-30,2021-12-13,3583.59,Awareness,Returning,Saudi Arabia
4438,BlackFriday Brand Sale 2024,15,Yvette House,2022-01-15,2022-03-18,4261.83,Brand,All,Nigeria
4439,Loyalty Retention Push 2021,8,Sandra Kim,2020-12-06,2020-12-21,4314.79,Retention,Churned,Global
4440,NewYear Awareness Sale 2021,2,Alexis Hale,2022-11-12,2023-01-20,4996.24,Awareness,New,Philippines
4441,Loyalty Awareness Promo 2019,8,,2022-09-09,2022-10-23,3550.59,Awareness,VIP,Egypt
4442,Summer Conversion Campaign 2019,15,Angela Dillon,2023-03-28,2023-04-18,3767.67,Conversion,VIP,Brazil
4443,Flash Retention Campaign 2022,9,Sandra Ayala,2023-12-27,2024-03-13,3457.82,Retention,All,Japan
4444,Prospecting Awareness Promo 2019,4,Isaiah Hall Jr.,2022-08-24,2022-10-17,6262.02,Awareness,At-Risk,Nigeria
4445,NewYear Brand Drive 2019,7,Robert Jones,2019-05-17,2019-07-22,24037.63,Brand,Churned,Australia
4446,Spring Retention Campaign 2020,10,Connie Costa,2019-12-30,2020-01-27,9558.3,Retention,All,Nigeria
4447,BlackFriday Acquisition Push 2023,4,Yolanda Wallace,2020-05-08,2020-05-20,6538.65,Acquisition,Returning,Global
4448,Loyalty Awareness Sale 2023,10,Hannah Matthews,2019-09-11,2019-11-09,1686.82,Awareness,At-Risk,United Arab Emirates
4449,BlackFriday Awareness Sale 2021,11,Eric Smith MD,2020-12-14,2021-01-19,26818.68,Awareness,VIP,India
4450,Flash Retention Drive 2020,1,Judy Lopez,2020-01-12,2020-02-17,35860.83,Retention,Returning,Philippines
4451,Clearance Brand Campaign 2023,13,Miguel Johnston,2022-07-12,2022-09-27,3307.65,Brand,New,Global
4452,Summer Retention Promo 2022,11,Miguel Johnston,2023-11-21,2024-02-16,6087.19,Retention,New,Philippines
4453,Summer Retention Push 2022,2,Eric Smith MD,2020-01-09,2020-02-19,6316.64,Retention,Returning,Brazil
4454,Clearance Acquisition Promo 2019,7,Elizabeth Hill,2022-05-27,2022-06-30,7087.27,Acquisition,At-Risk,Brazil
4455,Winter Awareness Push 2019,9,Daniel Bridges,2022-12-20,2023-03-04,4521.81,Awareness,VIP,India
4456,Holiday Awareness Promo 2021,5,Scott Taylor,2020-01-13,2020-03-21,915.26,Awareness,All,Germany
4457,Prospecting Retention Drive 2020,13,Mark Harris,2023-07-24,2023-09-21,2036.21,Retention,New,Canada
4458,Clearance Conversion Campaign 2019,2,Mary Rodriguez,2020-07-07,2020-08-04,6511.7,Conversion,New,Netherlands
4459,Clearance Conversion Drive 2023,4,Kimberly Jensen,2019-08-31,2019-10-06,6036.13,Conversion,All,Egypt
4460,BlackFriday Awareness Promo 2023,5,,2022-07-04,2022-08-24,3119.72,Awareness,At-Risk,Japan
4461,Winter Acquisition Sale 2022,8,Jason Fletcher,2024-01-19,2024-03-16,12291.06,Acquisition,Churned,Saudi Arabia
4462,Spring Brand Campaign 2024,6,Jennifer Obrien,2020-06-21,2020-07-27,6532.28,Brand,At-Risk,Global
4463,Summer Awareness Drive 2022,12,Scott Taylor,2023-01-17,2023-04-16,1646.56,Awareness,Churned,Indonesia
4464,Launch Acquisition Push 2020,5,,2024-01-02,2024-01-24,1857.12,Acquisition,VIP,Saudi Arabia
4465,Clearance Conversion Drive 2020,11,Isaiah Hall Jr.,2020-10-01,2020-10-21,5449.45,Conversion,At-Risk,Egypt
4466,Summer Retention Drive 2021,15,Rebecca Simmons,2023-07-24,2023-08-06,14929.64,Retention,All,Mexico
4467,Launch Awareness Drive 2023,15,Levi Stewart,2021-03-05,2021-03-28,9322.08,Awareness,VIP,Japan
4468,Launch Acquisition Drive 2019,7,Carolyn Schultz,2020-05-22,2020-06-19,1406.64,Acquisition,At-Risk,Canada
4469,BlackFriday Acquisition Campaign 2020,8,Levi Stewart,2019-07-04,2019-09-18,4411.5,Acquisition,At-Risk,India
4470,Holiday Retention Sale 2024,13,Jon Thomas,2022-03-06,2022-05-24,16467.5,Retention,Returning,Canada
4471,HOLIDAY AWARENESS CAMPAIGN 2024,9,Robert Jones,2023-08-29,2023-09-22,9618.38,Awareness,Returning,Philippines
4472,Launch Acquisition Sale 2024,12,Gloria Keller,2021-02-19,2021-04-10,14804.91,Acquisition,New,Global
4473,Retarget Awareness Drive 2024,4,,2020-08-02,2020-09-07,9624.63,Awareness,VIP,Philippines
4474,Flash Awareness Promo 2022,2,Yolanda Wallace,2022-03-26,2022-05-24,3213.74,Awareness,VIP,Philippines
4475,Holiday Retention Drive 2023,3,Sandra Kim,2019-05-05,2019-07-03,6270.06,Retention,Churned,Germany
4476,Prospecting Acquisition Campaign 2022,4,Judy Lopez,2023-10-26,2023-11-18,19863.58,Acquisition,All,Australia
4477,Prospecting Retention Drive 2021,11,Yvette House,2023-12-02,2024-02-18,4498.93,Retention,New,Egypt
4478,Retarget Acquisition Drive 2024,6,Richard White,2022-05-25,2022-07-17,716.54,Acquisition,All,South Africa
4479,SUMMER ACQUISITION PUSH 2022,9,,2023-05-11,2023-06-12,22457.46,Acquisition,At-Risk,Nigeria
4480,Summer Retention Push 2021,2,Julie Clark,2020-08-05,2020-10-15,10199.36,Retention,VIP,Canada
4481,Launch Retention Campaign 2019,15,Jennifer Obrien,2021-07-14,2021-07-22,2263.64,Retention,Returning,South Africa
4482,Loyalty Conversion Sale 2021,8,Kimberly Jensen,2021-05-13,2021-06-09,42070.35,Conversion,At-Risk,Mexico
4483,Winter Brand Sale 2019,9,Charles Torres,2024-11-02,2024-11-12,23740.42,Brand,Returning,Philippines
4484,Clearance Retention Drive 2023,2,Daniel Bridges,2023-12-12,2024-01-10,1842.56,Retention,Churned,South Africa
4485,Clearance Acquisition Drive 2021,11,Stephanie Allen,2020-06-07,2020-07-12,2398.97,Acquisition,Churned,Global
4486,,9,Connie Costa,2023-12-26,2024-01-09,1220.3,Conversion,Churned,France
4487,Clearance Acquisition Drive 2019,13,Yvette House,2021-02-15,2021-03-29,5449.16,Acquisition,At-Risk,Philippines
4488,Loyalty Acquisition Promo 2021,6,Julie Clark,2022-10-11,2022-12-10,2411.01,Acquisition,Churned,South Africa
4489,Holiday Acquisition Push 2022,12,Levi Stewart,2021-02-28,2021-05-02,75786.52,Acquisition,Returning,Global
4490,Flash Brand Sale 2019,5,Scott Taylor,2019-02-06,2019-02-23,3562.25,Brand,VIP,Italy
4491,Holiday Acquisition Sale 2024,13,Rebecca Prince,2023-12-03,2024-01-28,599.41,Acquisition,At-Risk,Saudi Arabia
4492,Retarget Awareness Drive 2024,1,,2020-12-27,2021-02-21,5067.41,Awareness,At-Risk,United Kingdom
4493,Prospecting Conversion Sale 2023,2,,2020-06-11,2020-07-07,2435.57,Conversion,Churned,United States
4494,Clearance Conversion Sale 2022,5,,2021-12-01,2021-12-28,22086.63,Conversion,New,Saudi Arabia
4495,Spring Retention Promo 2020,4,,2019-03-25,2019-05-28,58400.8,Retention,VIP,South Africa
4496,Spring Retention Push 2019,6,Rebecca Prince,2024-03-04,2024-05-07,5296.14,Retention,Churned,Global
4497,Prospecting Retention Sale 2024,9,Kimberly Jensen,2021-12-16,2022-01-20,16211.37,Retention,Returning,Netherlands
4498,Summer Retention Campaign 2023,8,Nicholas Gordon,2021-10-01,2021-11-01,1983.99,Retention,Churned,Global
4499,Retarget Conversion Sale 2021,11,Chase Wolf,2019-03-09,2019-04-15,5696.19,Conversion,At-Risk,Saudi Arabia
4500,Summer Brand Campaign 2022,10,Rachel Dickerson,2022-06-09,2022-08-15,2638.48,Brand,VIP,Canada
4501,Loyalty Retention Drive 2022,12,Jon Thomas,2023-05-01,2023-07-29,2541.66,Retention,Returning,Italy
4502,Retarget Acquisition Push 2023,7,Kimberly Jensen,2019-09-07,2019-10-31,4934.47,Acquisition,At-Risk,Canada
4503,BlackFriday Brand Promo 2022,15,,2023-09-03,2023-10-23,2296.97,Brand,At-Risk,Netherlands
4504,Launch Retention Promo 2020,8,Willie Bowers,2019-07-25,2019-08-18,1484.39,Retention,All,Indonesia
4505,Launch Conversion Push 2019,5,Christine Harris,2024-03-14,2024-03-30,1336.61,Conversion,Churned,South Africa
4506,Clearance Acquisition Promo 2023,15,Gloria Keller,2023-09-11,2023-11-26,1794.01,Acquisition,Churned,Australia
4507,Flash Brand Sale 2022,4,,2023-07-14,2023-08-06,5530.47,Brand,VIP,Mexico
4508,Spring Awareness Promo 2024,6,Caitlin Edwards,2024-11-12,2025-01-07,2674.11,Awareness,At-Risk,Global
4509,Winter Acquisition Campaign 2023,1,Miguel Johnston,2023-03-07,2023-05-19,14049.15,Acquisition,Returning,Indonesia
4510,launch brand drive 2024,6,Robert Jones,2019-01-06,2019-01-22,5319.73,Brand,At-Risk,Germany
4511,Holiday Awareness Campaign 2020,12,,2020-02-21,2020-04-20,2789.58,Awareness,Returning,Australia
4512,Summer Conversion Push 2021,10,Caitlin Edwards,2020-05-26,2020-08-06,16512.96,Conversion,All,United States
4513,Clearance Acquisition Promo 2019,5,Derek Lowe,2023-10-09,2024-01-04,2569.95,Acquisition,Returning,Italy
4514,Summer Brand Drive 2023,10,Elizabeth Hill,2021-03-20,2021-05-14,927.24,Brand,VIP,United Arab Emirates
4515,,14,,2021-06-27,2021-07-17,6645.85,Awareness,Churned,Philippines
4516,Clearance Awareness Drive 2021,8,,2021-06-27,2021-09-21,837.68,Awareness,Returning,Canada
4517,Loyalty Acquisition Promo 2021,4,Levi Stewart,2019-02-09,2019-03-09,8516.42,Acquisition,All,Nigeria
4518,loyalty conversion promo 2021,13,Richard White,2019-04-16,2019-06-07,5782.64,Conversion,New,Canada
4519,NewYear Retention Campaign 2023,15,Rachel Dickerson,2020-11-06,2020-12-29,4602.9,Retention,VIP,Nigeria
4520,Flash Brand Push 2019,5,Stephanie Allen,2019-04-03,2019-03-08,9040.8,Brand,Churned,Canada
4521,Retarget Retention Sale 2024,1,,2024-03-31,2024-05-20,3392.27,Retention,At-Risk,United Kingdom
4522,NewYear Conversion Campaign 2024,14,Sandra Ayala,2023-01-03,2023-03-17,5017.53,Conversion,All,Global
4523,Winter Conversion Sale 2022,13,Willie Bowers,2024-11-07,2025-01-04,4308.3,Conversion,New,United States
4524,Flash Retention Sale 2022,12,Christine Harris,2024-06-08,2024-06-23,2720.34,Retention,All,United Arab Emirates
4525,Clearance Awareness Campaign 2022,4,Jennifer Obrien,2020-12-07,2020-12-16,10400.87,Awareness,All,Australia
4526,Prospecting Conversion Promo 2022,5,,2019-01-16,2019-04-09,3048.26,Conversion,At-Risk,Philippines
4527,Winter Brand Promo 2023,2,Sandra Ayala,2024-07-15,2024-08-20,5373.36,Brand,All,Spain
4528,Clearance Brand Promo 2023,14,,2019-12-26,2020-02-13,21609.4,Brand,VIP,Mexico
4529,Flash Awareness Drive 2019,7,Michael Lawrence,2020-01-12,2020-02-22,24112.4,Awareness,Returning,Italy
4530,Holiday Conversion Push 2022,1,Scott Taylor,2024-09-30,2024-12-13,3091.39,Conversion,Churned,Australia
4531,loyalty conversion drive 2024,14,Angel Kent,2019-04-28,2019-07-19,900.92,Conversion,At-Risk,Spain
4532,Launch Awareness Sale 2023,12,Jessica Sanford,2022-05-10,2022-07-15,7925.8,Awareness,VIP,South Africa
4533,BlackFriday Awareness Sale 2020,9,Samuel Smith,2019-06-16,2019-09-12,989.31,Awareness,New,India
4534,BlackFriday Acquisition Drive 2023,7,Mark Morgan,2021-04-17,2021-05-27,5421.02,Acquisition,VIP,Germany
4535,winter retention drive 2024,3,Donna Nelson,2020-08-20,2020-09-26,2994.45,Retention,At-Risk,Indonesia
4536,Spring Acquisition Drive 2023,1,Sandra Ayala,2023-07-02,2023-07-11,15761.5,Acquisition,Churned,Global
4537,BlackFriday Conversion Push 2023,12,Daniel Bridges,2021-05-11,2021-06-07,1167.76,Conversion,New,India
4538,NewYear Conversion Campaign 2022,5,,2024-07-17,2024-10-10,1371.82,Conversion,Churned,United States
4539,Clearance Awareness Push 2021,15,Charles Torres,2020-05-14,2020-07-11,13443.36,Awareness,At-Risk,Saudi Arabia
4540,Holiday Acquisition Sale 2019,8,Felicia Henry,2021-03-30,2021-06-27,11146.81,Acquisition,Returning,Italy
4541,Launch Retention Push 2020,6,Mark Morgan,2020-09-24,2020-10-10,13647.1,Retention,All,Egypt
4542,BlackFriday Awareness Sale 2021,2,Julie Clark,2024-05-07,2024-07-04,6191.93,Awareness,At-Risk,Netherlands
4543,Clearance Retention Drive 2021,8,Rachel Dickerson,2024-08-22,2024-11-11,2754.84,Retention,All,Global
